key,name,source,numeric_scores,model_count,document_count,highest_raw_value,highest_display_value,display_multiplier,unit,direction,headroom_state,percentage_headroom,release_date,score_date_precision,document_organizations,highest_observations
opencompass:1578,MMKE-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-02-27,{},[],[]
opencompass:1579,PosterSum,opencompass_hub,0,,1,,,,,,unscored,,2025-02-24,{},[],[]
opencompass:1580,A-Bench,opencompass_hub,0,,1,,,,,,unscored,,2024-06-05,{},[],[]
opencompass:1581,HoloBench,opencompass_hub,0,,1,,,,,,unscored,,2024-10-15,{},[],[]
opencompass:1582,CodeMMLU,opencompass_hub,0,,1,,,,,,unscored,,2024-06-22,{},[],[]
opencompass:1583,JudgeBench,opencompass_hub,0,,1,,,,,,unscored,,2024-10-16,{},[],[]
opencompass:1584,MMSearch,opencompass_hub,0,,1,,,,,,unscored,,2024-09-19,{},[],[]
opencompass:1585,MMAD,opencompass_hub,0,,1,,,,,,unscored,,2024-10-12,{},[],[]
opencompass:1586,MRAG-Bench,opencompass_hub,0,,1,,,,,,unscored,,2024-10-10,{},[],[]
opencompass:1587,MR-GSM8K,opencompass_hub,0,,1,,,,,,unscored,,2023-12-28,{},[],[]
opencompass:1599,GAIA,opencompass_hub,0,,1,,,,,,unscored,,2023-11-21,{},[],[]
opencompass:1604,EgoNormia,opencompass_hub,0,,1,,,,,,unscored,,2025-02-27,{},[],[]
opencompass:1605,Deepfake-Eval-2024,opencompass_hub,0,,1,,,,,,unscored,,2025-03-04,{},[],[]
opencompass:1606,MCiteBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-05,{},[],[]
opencompass:1607,ToolRet,opencompass_hub,0,,1,,,,,,unscored,,2025-03-03,{},[],[]
opencompass:1608,SwiLTra-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-03,{},[],[]
opencompass:1609,MASK,opencompass_hub,0,,1,,,,,,unscored,,2025-03-05,{},[],[]
opencompass:1617,IFIR,opencompass_hub,0,,1,,,,,,unscored,,2025-03-06,{},[],[]
opencompass:1618,FedMABench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-07,{},[],[]
opencompass:1621,ProcessBench,opencompass_hub,0,,1,,,,,,unscored,,2024-12-10,{},[],[]
opencompass:1622,CORAL,opencompass_hub,0,,1,,,,,,unscored,,2024-10-30,{},[],[]
opencompass:1623,MJ-Bench,opencompass_hub,0,,1,,,,,,unscored,,2024-07-05,{},[],[]
opencompass:1624,CodeElo,opencompass_hub,0,,1,,,,,,unscored,,2025-01-03,{},[],[]
opencompass:1625,ubuntu_osworld,opencompass_hub,0,,1,,,,,,unscored,,2024-04-11,{},[],[]
opencompass:1626,CRAG,opencompass_hub,0,,1,,,,,,unscored,,2024-06-07,{},[],[]
opencompass:1632,ProBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-10,{},[],[]
opencompass:1633,ProJudge,opencompass_hub,0,,1,,,,,,unscored,,2025-03-09,{},[],[]
opencompass:1634,VisualSimpleQA,opencompass_hub,0,,1,,,,,,unscored,,2025-03-09,{},[],[]
opencompass:1635,KnowLogic,opencompass_hub,0,,1,,,,,,unscored,,2025-03-08,{},[],[]
opencompass:1636,UrbanVideo-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-08,{},[],[]
opencompass:1640,EMMA,opencompass_hub,0,,1,,,,,,unscored,,2025-01-09,{},[],[]
opencompass:1641,MedAgents-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-16,{},[],[]
opencompass:1643,Creation-MMBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-18,{},[],[]
opencompass:1645,MastermindEval,opencompass_hub,0,,1,,,,,,unscored,,2025-03-07,{},[],[]
opencompass:1648,DME,opencompass_hub,0,,1,,,,,,unscored,,2024-10-11,{},[],[]
opencompass:1654,V-STaR,opencompass_hub,0,,1,,,,,,unscored,,2025-03-14,{},[],[]
opencompass:1656,RFUAV,opencompass_hub,0,,1,,,,,,unscored,,2025-03-18,{},[],[]
opencompass:1658,MiLiC-Eval,opencompass_hub,0,,1,,,,,,unscored,,2025-03-03,{},[],[]
opencompass:1667,MicroVQA,opencompass_hub,0,,1,,,,,,unscored,,2025-03-17,{},[],[]
opencompass:1668,TimeTravel,opencompass_hub,0,,1,,,,,,unscored,,2025-02-20,{},[],[]
opencompass:1670,IndicMMLU-Pro,opencompass_hub,0,,1,,,,,,unscored,,2025-01-28,{},[],[]
opencompass:1671,Forensics-bench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-24,{},[],[]
opencompass:1675,PokerBench,opencompass_hub,0,,1,,,,,,unscored,,2025-01-24,{},[],[]
opencompass:1678,RSMMVP,opencompass_hub,0,,1,,,,,,unscored,,2025-03-24,{},[],[]
opencompass:1679,ContextualJudgeBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-19,{},[],[]
opencompass:1680,BigOBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-19,{},[],[]
opencompass:1681,PRMBench_Preview,opencompass_hub,0,,1,,,,,,unscored,,2025-01-06,{},[],[]
opencompass:1682,MotionBench,opencompass_hub,0,,1,,,,,,unscored,,2025-01-06,{},[],[]
opencompass:1694,MaritimeBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-01,{},[],[]
opencompass:1701,WritingBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-07,{},[],[]
opencompass:1704,Mono2Stereo,opencompass_hub,0,,1,,,,,,unscored,,2025-03-30,{},[],[]
opencompass:1705,OlymMATH,opencompass_hub,0,,1,,,,,,unscored,,2025-03-28,{},[],[]
opencompass:1706,KOFFVQA,opencompass_hub,0,,1,,,,,,unscored,,2025-03-31,{},[],[]
opencompass:1707,RXRX3-CORE,opencompass_hub,0,,1,,,,,,unscored,,2025-03-26,{},[],[]
opencompass:1712,ToolHop,opencompass_hub,0,,1,,,,,,unscored,,2025-01-05,{},[],[]
opencompass:1717,ViLBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-26,{},[],[]
opencompass:1730,PaperBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-07,{},[],[]
opencompass:1731,DOVE,opencompass_hub,0,,1,,,,,,unscored,,2025-03-04,{},[],[]
opencompass:1732,SCAM,opencompass_hub,0,,1,,,,,,unscored,,2025-04-07,{},[],[]
opencompass:1733,FEABench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-08,{},[],[]
opencompass:1734,Thai_local_benchmark,opencompass_hub,0,,1,,,,,,unscored,,2025-04-08,{},[],[]
opencompass:1735,WorldScore,opencompass_hub,0,,1,,,,,,unscored,,2025-04-01,{},[],[]
opencompass:1736,MMTB,opencompass_hub,0,,1,,,,,,unscored,,2025-03-30,{},[],[]
opencompass:1737,FortisAVQA,opencompass_hub,0,,1,,,,,,unscored,,2025-04-02,{},[],[]
opencompass:1738,RUListening,opencompass_hub,0,,1,,,,,,unscored,,2025-04-01,{},[],[]
opencompass:1739,CrossWordBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-30,{},[],[]
opencompass:1740,GPT-ImgEval,opencompass_hub,0,,1,,,,,,unscored,,2025-04-03,{},[],[]
opencompass:1742,U-NIAH,opencompass_hub,0,,1,,,,,,unscored,,2025-03-01,{},[],[]
opencompass:1744,StyleRec,opencompass_hub,0,,1,,,,,,unscored,,2025-04-15,{},[],[]
opencompass:1748,VisualPuzzles,opencompass_hub,0,,1,,,,,,unscored,,2025-04-16,{},[],[]
opencompass:1751,MultiLoKo,opencompass_hub,0,,1,,,,,,unscored,,2025-04-15,{},[],[]
opencompass:1752,LLM-SRBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-14,{},[],[]
opencompass:1753,AgMMU,opencompass_hub,0,,1,,,,,,unscored,,2025-04-14,{},[],[]
opencompass:1754,OpenTuringBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-15,{},[],[]
opencompass:1755,REAL,opencompass_hub,0,,1,,,,,,unscored,,2025-04-17,{},[],[]
opencompass:1772,S1-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-15,{},[],[]
opencompass:1777,ColorBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-10,{},[],[]
opencompass:1778,AgentRewardBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-11,{},[],[]
opencompass:1779,MLRC-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-13,{},[],[]
opencompass:1780,C-FAITH,opencompass_hub,0,,1,,,,,,unscored,,2025-04-14,{},[],[]
opencompass:1781,MIEB,opencompass_hub,0,,1,,,,,,unscored,,2025-04-14,{},[],[]
opencompass:1782,HypoBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-15,{},[],[]
opencompass:1783,NPPC,opencompass_hub,0,,1,,,,,,unscored,,2025-04-15,{},[],[]
opencompass:1784,xVerify,opencompass_hub,0,,1,,,,,,unscored,,2025-04-14,{},[],[]
opencompass:1786,HypoEval,opencompass_hub,0,,1,,,,,,unscored,,2025-04-09,{},[],[]
opencompass:1787,LiveLongBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-24,{},[],[]
opencompass:1801,OmniGIRL,opencompass_hub,0,,1,,,,,,unscored,,2025-05-08,{},[],[]
opencompass:1829,MMS-VPR,opencompass_hub,0,,1,,,,,,unscored,,2025-05-18,{},[],[]
opencompass:1832,MedBrowseComp,opencompass_hub,0,,1,,,,,,unscored,,2025-05-20,{},[],[]
opencompass:1833,CSTS,opencompass_hub,0,,1,,,,,,unscored,,2025-05-20,{},[],[]
opencompass:1834,CLEVER,opencompass_hub,0,,1,,,,,,unscored,,2025-05-20,{},[],[]
opencompass:1835,AudioJailbreak,opencompass_hub,0,,1,,,,,,unscored,,2025-05-24,{},[],[]
opencompass:1836,PashtoOCR,opencompass_hub,0,,1,,,,,,unscored,,2025-05-01,{},[],[]
opencompass:1838,LLM-BabyBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-17,{},[],[]
opencompass:1839,tiny_qa_benchmark_pp,opencompass_hub,0,,1,,,,,,unscored,,2025-05-17,{},[],[]
opencompass:1840,IQBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-17,{},[],[]
opencompass:1842,HARDMath2,opencompass_hub,0,,1,,,,,,unscored,,2025-05-17,{},[],[]
opencompass:1843,EWMBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-16,{},[],[]
opencompass:1844,MIRACL-VISION,opencompass_hub,0,,1,,,,,,unscored,,2025-05-22,{},[],[]
opencompass:1845,STARK_10k,opencompass_hub,0,,1,,,,,,unscored,,2025-05-16,{},[],[]
opencompass:1846,TGLG,opencompass_hub,0,,1,,,,,,unscored,,2025-05-09,{},[],[]
opencompass:1847,Massive-STEPS,opencompass_hub,0,,1,,,,,,unscored,,2025-05-16,{},[],[]
opencompass:1848,MAVOS-DD,opencompass_hub,0,,1,,,,,,unscored,,2025-05-16,{},[],[]
opencompass:1849,CleanPatrick,opencompass_hub,0,,1,,,,,,unscored,,2025-05-16,{},[],[]
opencompass:1851,MMLongBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-16,{},[],[]
opencompass:1853,MiniLongBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-15,{},[],[]
opencompass:1855,TransBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-20,{},[],[]
opencompass:1865,GitGoodBench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-28,{},[],[]
opencompass:1874,MedArabiQ,opencompass_hub,0,,1,,,,,,unscored,,2025-05-06,{},[],[]
opencompass:1875,VIBE,opencompass_hub,0,,1,,,,,,unscored,,2025-05-29,{},[],[]
opencompass:1876,Aneumo,opencompass_hub,0,,1,,,,,,unscored,,2025-05-19,{},[],[]
opencompass:1891,MedXpertQA,opencompass_hub,0,,1,,,,,,unscored,,2025-02-09,{},[],[]
opencompass:1892,ER-Reason,opencompass_hub,0,,1,,,,,,unscored,,2025-05-28,{},[],[]
opencompass:1893,MEDAL,opencompass_hub,0,,1,,,,,,unscored,,2025-05-28,{},[],[]
opencompass:1900,VideoReasonBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-05,{},[],[]
opencompass:1905,MVPBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-02,{},[],[]
opencompass:1907,CFinBench,opencompass_hub,0,,1,,,,,,unscored,,2024-10-01,{},[],[]
opencompass:1908,AudioTrust,opencompass_hub,0,,1,,,,,,unscored,,2025-06-06,{},[],[]
opencompass:1910,MMAR,opencompass_hub,0,,1,,,,,,unscored,,2025-05-11,{},[],[]
opencompass:1915,RewardBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-02,{},[],[]
opencompass:1917,Orak,opencompass_hub,0,,1,,,,,,unscored,,2025-06-04,{},[],[]
opencompass:1918,RDB2G-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-02,{},[],[]
opencompass:1920,MedBookVQA,opencompass_hub,0,,1,,,,,,unscored,,2025-05-17,{},[],[]
opencompass:1922,MMSI-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-30,{},[],[]
opencompass:1924,LaMP-QA,opencompass_hub,0,,1,,,,,,unscored,,2025-05-30,{},[],[]
opencompass:1926,VideoMathQA,opencompass_hub,0,,1,,,,,,unscored,,2025-06-05,{},[],[]
opencompass:1927,GMAIMMBench,opencompass_hub,0,,1,,,,,,unscored,,2024-08-31,{},[],[]
opencompass:1929,MTCMB,opencompass_hub,0,,1,,,,,,unscored,,2025-05-15,{},[],[]
opencompass:1938,WorldGenBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-16,{},[],[]
opencompass:1942,OmniDocBench,opencompass_hub,0,,1,,,,,,unscored,,2024-12-02,{},[],[]
opencompass:1943,CombiBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-28,{},[],[]
opencompass:1944,LoopNav,opencompass_hub,0,,1,,,,,,unscored,,2025-05-15,{},[],[]
opencompass:1954,ClimateViz,opencompass_hub,0,,1,,,,,,unscored,,2025-06-11,{},[],[]
opencompass:1959,PersonaLens,opencompass_hub,0,,1,,,,,,unscored,,2025-06-11,{},[],[]
opencompass:1961,SFE,opencompass_hub,0,,1,,,,,,unscored,,2025-06-12,{},[],[]
opencompass:1966,AMSbench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-21,{},[],[]
opencompass:1969,ALE-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-10,{},[],[]
opencompass:1970,EditInspector,opencompass_hub,0,,1,,,,,,unscored,,2025-06-11,{},[],[]
opencompass:1971,DyCodeEval,opencompass_hub,0,,1,,,,,,unscored,,2025-06-23,{},[],[]
opencompass:1972,CPRet,opencompass_hub,0,,1,,,,,,unscored,,2025-05-19,{},[],[]
opencompass:1975,CausalVQA,opencompass_hub,0,,1,,,,,,unscored,,2025-06-11,{},[],[]
opencompass:1976,IntPhys2,opencompass_hub,0,,1,,,,,,unscored,,2025-06-11,{},[],[]
opencompass:1979,OpenUnlearning,opencompass_hub,0,,1,,,,,,unscored,,2025-06-14,{},[],[]
opencompass:1980,FalseReject,opencompass_hub,0,,1,,,,,,unscored,,2025-05-12,{},[],[]
opencompass:1981,OmniBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-10,{},[],[]
opencompass:1982,WebUI-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-09,{},[],[]
opencompass:1983,ByteMorph,opencompass_hub,0,,1,,,,,,unscored,,2025-06-03,{},[],[]
opencompass:1984,SWE-bench-Live,opencompass_hub,0,,1,,,,,,unscored,,2025-06-01,{},[],[]
opencompass:1985,CVDP,opencompass_hub,0,,1,,,,,,unscored,,2025-06-17,{},[],[]
opencompass:1986,SEC-bench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-13,{},[],[]
opencompass:1987,DeepResearchBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-13,{},[],[]
opencompass:1989,SWE-Factory,opencompass_hub,0,,1,,,,,,unscored,,2025-06-12,{},[],[]
opencompass:1990,OPT-BENCH,opencompass_hub,0,,1,,,,,,unscored,,2025-06-12,{},[],[]
opencompass:1991,AssetOpsBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-04,{},[],[]
opencompass:1992,HtFLlib,opencompass_hub,0,,1,,,,,,unscored,,2025-06-04,{},[],[]
opencompass:1993,ViStoryBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-25,{},[],[]
opencompass:1995,AIRTBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-17,{},[],[]
opencompass:1999,MORSE-500,opencompass_hub,0,,1,,,,,,unscored,,2025-06-05,{},[],[]
opencompass:2005,OSS-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-30,{},[],[]
opencompass:2014,UTBoost,opencompass_hub,0,,1,,,,,,unscored,,2025-06-10,{},[],[]
opencompass:2025,TableEval,opencompass_hub,0,,1,,,,,,unscored,,2025-06-05,{},[],[]
opencompass:2027,GroundingSuite,opencompass_hub,0,,1,,,,,,unscored,,2025-07-05,{},[],[]
opencompass:2029,SMMILE,opencompass_hub,0,,1,,,,,,unscored,,2025-06-26,{},[],[]
opencompass:2030,DABstep,opencompass_hub,0,,1,,,,,,unscored,,2025-06-30,{},[],[]
opencompass:2031,HERB,opencompass_hub,0,,1,,,,,,unscored,,2025-06-29,{},[],[]
opencompass:2032,DICE-BENCH,opencompass_hub,0,,1,,,,,,unscored,,2025-06-28,{},[],[]
opencompass:2033,RExBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-27,{},[],[]
opencompass:2034,MTEB,opencompass_hub,0,,1,,,,,,unscored,,2025-06-26,{},[],[]
opencompass:2035,Gym4ReaL,opencompass_hub,0,,1,,,,,,unscored,,2025-06-30,{},[],[]
opencompass:2039,TransLaw,opencompass_hub,0,,1,,,,,,unscored,,2025-07-01,{},[],[]
opencompass:2045,DRAGON,opencompass_hub,0,,1,,,,,,unscored,,2025-07-08,{},[],[]
opencompass:2046,CREW-WILDFIRE,opencompass_hub,0,,1,,,,,,unscored,,2025-07-07,{},[],[]
opencompass:2047,LLMThinkBench,opencompass_hub,0,,1,,,,,,unscored,,2025-07-05,{},[],[]
opencompass:2048,RISEBench,opencompass_hub,0,,1,,,,,,unscored,,2025-04-03,{},[],[]
opencompass:2050,THUNDER,opencompass_hub,0,,1,,,,,,unscored,,2025-07-10,{},[],[]
opencompass:2052,ArtifactsBench,opencompass_hub,0,,1,,,,,,unscored,,2025-07-01,{},[],[]
opencompass:2061,AgentHazard,opencompass_hub,0,,1,,,,,,unscored,,2025-07-16,{},[],[]
opencompass:2063,VISCO,opencompass_hub,0,,1,,,,,,unscored,,2024-12-03,{},[],[]
opencompass:2067,LongVALE,opencompass_hub,0,,1,,,,,,unscored,,2025-04-17,{},[],[]
opencompass:2073,J1-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-07-17,{},[],[]
opencompass:2075,Arena-Hard-Auto,opencompass_hub,0,,1,,,,,,unscored,,2024-04-19,{},[],[]
opencompass:2076,K-Sort-Arena,opencompass_hub,0,,1,,,,,,unscored,,2024-09-02,{},[],[]
opencompass:2077,ITBench,opencompass_hub,0,,1,,,,,,unscored,,2025-02-07,{},[],[]
opencompass:2078,AutoAdvExBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-03,{},[],[]
opencompass:2079,MER-UniBench,opencompass_hub,0,,1,,,,,,unscored,,2025-01-27,{},[],[]
opencompass:2080,PhyGenBench,opencompass_hub,0,,1,,,,,,unscored,,2024-10-07,{},[],[]
opencompass:2081,General-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-05-07,{},[],[]
opencompass:2082,StructTokenBench,opencompass_hub,0,,1,,,,,,unscored,,2025-02-28,{},[],[]
opencompass:2083,SAEBench,opencompass_hub,0,,1,,,,,,unscored,,2025-03-12,{},[],[]
opencompass:2084,AXBENCH,opencompass_hub,0,,1,,,,,,unscored,,2025-01-28,{},[],[]
opencompass:2085,MIB,opencompass_hub,0,,1,,,,,,unscored,,2025-04-17,{},[],[]
opencompass:2086,OR-Bench,opencompass_hub,0,,1,,,,,,unscored,,2024-05-31,{},[],[]
opencompass:2087,PertEval-scFM,opencompass_hub,0,,1,,,,,,unscored,,2024-10-03,{},[],[]
opencompass:2088,LMAct,opencompass_hub,0,,1,,,,,,unscored,,2024-12-02,{},[],[]
opencompass:2089,LaRA,opencompass_hub,0,,1,,,,,,unscored,,2025-02-14,{},[],[]
opencompass:2091,IS-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-07-07,{},[],[]
opencompass:2092,Spatial457,opencompass_hub,0,,1,,,,,,unscored,,2025-04-09,{},[],[]
opencompass:2126,KMMLU-Redux,opencompass_hub,0,,1,,,,,,unscored,,2025-07-11,{},[],[]
opencompass:2127,clembench,opencompass_hub,0,,1,,,,,,unscored,,2025-07-11,{},[],[]
opencompass:2128,lm-evaluation-harness,opencompass_hub,0,,1,,,,,,unscored,,2025-07-11,{},[],[]
opencompass:2129,LangNavBench,opencompass_hub,0,,1,,,,,,unscored,,2025-07-09,{},[],[]
opencompass:2130,JOB-Complex,opencompass_hub,0,,1,,,,,,unscored,,2025-07-10,{},[],[]
opencompass:2142,OmniMMI,opencompass_hub,0,,1,,,,,,unscored,,2025-04-01,{},[],[]
opencompass:2151,InternData-A1,opencompass_hub,0,,1,,,,,,unscored,,2025-07-26,{},[],[]
opencompass:2152,InternData-N1,opencompass_hub,0,,1,,,,,,unscored,,2025-07-26,{},[],[]
opencompass:2153,InternData-M1,opencompass_hub,0,,1,,,,,,unscored,,2025-07-26,{},[],[]
opencompass:2154,MotionMillion,opencompass_hub,0,,1,,,,,,unscored,,2025-07-26,{},[],[]
opencompass:2217,SmartBench,opencompass_hub,0,,1,,,,,,unscored,,2025-09-26,{},[],[]
opencompass:2233,GSM8K-V,opencompass_hub,0,,1,,,,,,unscored,,2025-09-28,{},[],[]
opencompass:2325,SGI-Bench,opencompass_hub,0,,1,,,,,,unscored,,2025-12-22,{},[],[]
opencompass:2348,Shell,opencompass_hub,0,,1,,,,,,unscored,,2025-12-25,{},[],[]
opencompass:2350,PICABench,opencompass_hub,0,,1,,,,,,unscored,,2025-10-27,{},[],[]
opencompass:2370,ArgusInspection,opencompass_hub,0,,1,,,,,,unscored,,2025-10-27,{},[],[]
opencompass:2371,RigorousBench,opencompass_hub,0,,1,,,,,,unscored,,2025-10-02,{},[],[]
opencompass:2383,VRBench,opencompass_hub,0,,1,,,,,,unscored,,2025-06-12,{},[],[]
opencompass:2388,VKnowU,opencompass_hub,0,,1,,,,,,unscored,,2025-11-25,{},[],[]
opencompass:2391,Threat-Signature_Eval,opencompass_hub,0,,1,,,,,,unscored,,2025-11-19,{},[],[]
opencompass:2396,AIDABench,opencompass_hub,0,,1,,,,,,unscored,,2026-02-14,{},[],[]
opencompass:2417,MedHallTune,opencompass_hub,0,,1,,,,,,unscored,,2025-02-28,{},[],[]
opencompass:2422,LENS,opencompass_hub,0,,1,,,,,,unscored,,2025-06-01,{},[],[]
opencompass:2445,WildClawBench,opencompass_hub,0,,1,,,,,,unscored,,2026-04-07,{},[],[]
opencompass:2452,AECBench,opencompass_hub,0,,1,,,,,,unscored,,2026-04-10,{},[],[]
opencompass:2571,ELBench,opencompass_hub,0,,1,,,,,,unscored,,2026-06-23,{},[],[]
opencompass:2574,GAUGE,opencompass_hub,0,,1,,,,,,unscored,,2026-08-12,{},[],[]
opencompass:496,C-Eval,opencompass_hub,0,,1,,,,,,unscored,,2023-05-15,{},[],[]
opencompass:497,AGIEval,opencompass_hub,0,,1,,,,,,unscored,,2023-09-18,{},[],[]
opencompass:498,MMLU,opencompass_hub,0,,1,,,,,,unscored,,2020-09-07,{},[],[]
opencompass:499,CMMLU,opencompass_hub,0,,1,,,,,,unscored,,2023-06-15,{},[],[]
opencompass:500,GAOKAO-Bench,opencompass_hub,0,,1,,,,,,unscored,,2023-05-21,{},[],[]
opencompass:502,ARC-c,opencompass_hub,0,,1,,,,,,unscored,,2018-03-14,{},[],[]
opencompass:503,ARC-e,opencompass_hub,0,,1,,,,,,unscored,,2018-03-14,{},[],[]
opencompass:504,WiC,opencompass_hub,0,,1,,,,,,unscored,,2018-08-28,{},[],[]
opencompass:505,CHID,opencompass_hub,0,,1,,,,,,unscored,,2019-06-04,{},[],[]
opencompass:506,AFQMC,opencompass_hub,0,,1,,,,,,unscored,,2020-04-13,{},[],[]
opencompass:507,WSC,opencompass_hub,0,,1,,,,,,unscored,,,{},[],[]
opencompass:508,TyDiQA,opencompass_hub,0,,1,,,,,,unscored,,2020-03-10,{},[],[]
opencompass:509,Flores,opencompass_hub,0,,1,,,,,,unscored,,2021-06-06,{},[],[]
opencompass:510,BoolQ,opencompass_hub,0,,1,,,,,,unscored,,2019-05-24,{},[],[]
opencompass:511,CommonSenseQA,opencompass_hub,0,,1,,,,,,unscored,,2018-11-02,{},[],[]
opencompass:512,TriviaQA,opencompass_hub,0,,1,,,,,,unscored,,2017-05-09,{},[],[]
opencompass:513,NQ,opencompass_hub,0,,1,,,,,,unscored,,2019-06-03,{},[],[]
opencompass:514,C3,opencompass_hub,0,,1,,,,,,unscored,,2019-04-21,{},[],[]
opencompass:516,RACE(High),opencompass_hub,0,,1,,,,,,unscored,,2017-04-15,{},[],[]
opencompass:517,RACE(Middle),opencompass_hub,0,,1,,,,,,unscored,,2017-04-15,{},[],[]
opencompass:518,OpenbookQA,opencompass_hub,0,,1,,,,,,unscored,,2018-09-08,{},[],[]
opencompass:519,CSL,opencompass_hub,0,,1,,,,,,unscored,,2022-09-12,{},[],[]
opencompass:520,LCSTS,opencompass_hub,0,,1,,,,,,unscored,,2015-06-19,{},[],[]
opencompass:521,XSum,opencompass_hub,0,,1,,,,,,unscored,,2018-08-27,{},[],[]
opencompass:522,EPRSTMT,opencompass_hub,0,,1,,,,,,unscored,,2021-07-15,{},[],[]
opencompass:523,LAMBADA,opencompass_hub,0,,1,,,,,,unscored,,2016-06-20,{},[],[]
opencompass:524,CMNLI,opencompass_hub,0,,1,,,,,,unscored,,,{},[],[]
opencompass:525,OCNLI,opencompass_hub,0,,1,,,,,,unscored,,2020-10-12,{},[],[]
opencompass:526,AX-b,opencompass_hub,0,,1,,,,,,unscored,,2019-05-02,{},[],[]
opencompass:527,AX-g,opencompass_hub,0,,1,,,,,,unscored,,2019-07-12,{},[],[]
opencompass:528,RTE,opencompass_hub,0,,1,,,,,,unscored,,,{},[],[]
opencompass:529,COPA,opencompass_hub,0,,1,,,,,,unscored,,,{},[],[]
opencompass:530,ReCoRD,opencompass_hub,0,,1,,,,,,unscored,,2018-10-30,{},[],[]
opencompass:531,HellaSwag,opencompass_hub,0,,1,,,,,,unscored,,2019-05-19,{},[],[]
opencompass:532,PIQA,opencompass_hub,0,,1,,,,,,unscored,,2019-11-26,{},[],[]
opencompass:533,SIQA,opencompass_hub,0,,1,,,,,,unscored,,2019-09-09,{},[],[]
opencompass:534,MATH,opencompass_hub,0,,1,,,,,,unscored,,2021-11-08,{},[],[]
opencompass:535,GSM8K,opencompass_hub,0,,1,,,,,,unscored,,2021-04-01,{},[],[]
opencompass:536,DROP,opencompass_hub,0,,1,,,,,,unscored,,2019-03-01,{},[],[]
opencompass:537,HumanEval,opencompass_hub,0,,1,,,,,,unscored,,2021-07-08,{},[],[]
opencompass:538,MBPP,opencompass_hub,0,,1,,,,,,unscored,,2021-08-16,{},[],[]
opencompass:539,BBH,opencompass_hub,0,,1,,,,,,unscored,,2022-10-17,{},[],[]
opencompass:540,T-Eval,opencompass_hub,0,,1,,,,,,unscored,,2024-01-15,{},[],[]
opencompass:541,L-Eval,opencompass_hub,0,,1,,,,,,unscored,,2023-10-04,{},[],[]
opencompass:542,LongBench,opencompass_hub,0,,1,,,,,,unscored,,2023-08-28,{},[],[]
