key,name,source,numeric_scores,model_count,document_count,highest_raw_value,highest_display_value,display_multiplier,unit,direction,headroom_state,percentage_headroom,release_date,score_date_precision,document_organizations,highest_observations
llm-stats:swe-bench-verified-(agentic-coding),SWE-bench Verified (Agentic Coding),llm_stats,2,2,1,0.772,77.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified-%28agentic-coding%29?top_n=500"", ""key"": ""llm-stats:swe-bench-verified-(agentic-coding)"", ""measured_by"": null, ""model_id"": ""claude-sonnet-4-5-20250929"", ""model_name"": ""Claude Sonnet 4.5"", ""obs_id"": ""llm_stats:swe-bench-verified-(agentic-coding):claude-sonnet-4-5-20250929"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.772"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-09-29"", ""series_id"": ""llm_stats:swe-bench-verified-(agentic-coding):default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified-%28agentic-coding%29?top_n=500"", ""value"": 0.772, ""value_kind"": ""number""}]"
llm-stats:swe-bench-verified-(agentless),SWE-bench Verified (Agentless),llm_stats,2,2,1,0.518,51.800000000000004,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 2}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified-%28agentless%29?top_n=500"", ""key"": ""llm-stats:swe-bench-verified-(agentless)"", ""measured_by"": null, ""model_id"": ""kimi-k2-instruct"", ""model_name"": ""Kimi K2 Instruct"", ""obs_id"": ""llm_stats:swe-bench-verified-(agentless):kimi-k2-instruct"", ""organization"": ""Moonshot AI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.518"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-07-11"", ""series_id"": ""llm_stats:swe-bench-verified-(agentless):default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified-%28agentless%29?top_n=500"", ""value"": 0.518, ""value_kind"": ""number""}]"
llm-stats:swe-bench-verified-(multiple-attempts),SWE-bench Verified (Multiple Attempts),llm_stats,1,1,1,0.716,71.6,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified-%28multiple-attempts%29?top_n=500"", ""key"": ""llm-stats:swe-bench-verified-(multiple-attempts)"", ""measured_by"": null, ""model_id"": ""kimi-k2-instruct"", ""model_name"": ""Kimi K2 Instruct"", ""obs_id"": ""llm_stats:swe-bench-verified-(multiple-attempts):kimi-k2-instruct"", ""organization"": ""Moonshot AI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.716"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-07-11"", ""series_id"": ""llm_stats:swe-bench-verified-(multiple-attempts):default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-bench-verified-%28multiple-attempts%29?top_n=500"", ""value"": 0.716, ""value_kind"": ""number""}]"
llm-stats:swe-fficiency,SWE-fficiency,llm_stats,1,1,1,0.348,34.8,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-fficiency?top_n=500"", ""key"": ""llm-stats:swe-fficiency"", ""measured_by"": null, ""model_id"": ""minimax-m3"", ""model_name"": ""MiniMax M3"", ""obs_id"": ""llm_stats:swe-fficiency:minimax-m3"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.348"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-06-01"", ""series_id"": ""llm_stats:swe-fficiency:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-fficiency?top_n=500"", ""value"": 0.348, ""value_kind"": ""number""}]"
llm-stats:swe-lancer,SWE-Lancer,llm_stats,4,4,1,0.663,66.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-lancer?top_n=500"", ""key"": ""llm-stats:swe-lancer"", ""measured_by"": null, ""model_id"": ""gpt-5.1-codex"", ""model_name"": ""GPT-5.1 Codex"", ""obs_id"": ""llm_stats:swe-lancer:gpt-5.1-codex"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""0.663"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-11-19"", ""series_id"": ""llm_stats:swe-lancer:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-lancer?top_n=500"", ""value"": 0.663, ""value_kind"": ""number""}]"
llm-stats:swe-lancer-(ic-diamond-subset),SWE-Lancer (IC-Diamond subset),llm_stats,6,6,1,1.0,100.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 6}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-lancer-%28ic-diamond-subset%29?top_n=500"", ""key"": ""llm-stats:swe-lancer-(ic-diamond-subset)"", ""measured_by"": null, ""model_id"": ""gpt-5-2025-08-07"", ""model_name"": ""GPT-5"", ""obs_id"": ""llm_stats:swe-lancer-(ic-diamond-subset):gpt-5-2025-08-07"", ""organization"": ""OpenAI"", ""rank_in_source_response"": 1, ""raw_value"": ""1.0"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-08-07"", ""series_id"": ""llm_stats:swe-lancer-(ic-diamond-subset):default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-lancer-%28ic-diamond-subset%29?top_n=500"", ""value"": 1.0, ""value_kind"": ""number""}]"
llm-stats:swe-marathon,SWE-Marathon,llm_stats,4,4,1,0.425,42.5,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 4}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-marathon?top_n=500"", ""key"": ""llm-stats:swe-marathon"", ""measured_by"": null, ""model_id"": ""glm-5.3"", ""model_name"": ""GLM-5.3"", ""obs_id"": ""llm_stats:swe-marathon:glm-5.3"", ""organization"": ""Z.ai"", ""rank_in_source_response"": 1, ""raw_value"": ""0.425"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-14"", ""series_id"": ""llm_stats:swe-marathon:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-marathon?top_n=500"", ""value"": 0.425, ""value_kind"": ""number""}]"
llm-stats:swe-mm,SWE-MM,llm_stats,1,1,1,0.386,38.6,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-mm?top_n=500"", ""key"": ""llm-stats:swe-mm"", ""measured_by"": null, ""model_id"": ""qwen3.8-27b"", ""model_name"": ""Qwen3.8-27B"", ""obs_id"": ""llm_stats:swe-mm:qwen3.8-27b"", ""organization"": ""Qwen"", ""rank_in_source_response"": 1, ""raw_value"": ""0.386"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-08-14"", ""series_id"": ""llm_stats:swe-mm:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-mm?top_n=500"", ""value"": 0.386, ""value_kind"": ""number""}]"
llm-stats:swe-perf,SWE-Perf,llm_stats,1,1,1,0.031,3.1,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-perf?top_n=500"", ""key"": ""llm-stats:swe-perf"", ""measured_by"": null, ""model_id"": ""minimax-m2.1"", ""model_name"": ""MiniMax M2.1"", ""obs_id"": ""llm_stats:swe-perf:minimax-m2.1"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.031"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-23"", ""series_id"": ""llm_stats:swe-perf:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-perf?top_n=500"", ""value"": 0.031, ""value_kind"": ""number""}]"
llm-stats:swe-review,SWE-Review,llm_stats,1,1,1,0.089,8.9,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swe-review?top_n=500"", ""key"": ""llm-stats:swe-review"", ""measured_by"": null, ""model_id"": ""minimax-m2.1"", ""model_name"": ""MiniMax M2.1"", ""obs_id"": ""llm_stats:swe-review:minimax-m2.1"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.089"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-23"", ""series_id"": ""llm_stats:swe-review:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swe-review?top_n=500"", ""value"": 0.089, ""value_kind"": ""number""}]"
llm-stats:swt-bench,SWT-Bench,llm_stats,1,1,1,0.693,69.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/swt-bench?top_n=500"", ""key"": ""llm-stats:swt-bench"", ""measured_by"": null, ""model_id"": ""minimax-m2.1"", ""model_name"": ""MiniMax M2.1"", ""obs_id"": ""llm_stats:swt-bench:minimax-m2.1"", ""organization"": ""MiniMax"", ""rank_in_source_response"": 1, ""raw_value"": ""0.693"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-12-23"", ""series_id"": ""llm_stats:swt-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/swt-bench?top_n=500"", ""value"": 0.693, ""value_kind"": ""number""}]"
llm-stats:t2-bench,t2-bench,llm_stats,23,23,1,0.993,99.3,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 23}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/t2-bench?top_n=500"", ""key"": ""llm-stats:t2-bench"", ""measured_by"": null, ""model_id"": ""gemini-3.1-pro-preview"", ""model_name"": ""Gemini 3.1 Pro"", ""obs_id"": ""llm_stats:t2-bench:gemini-3.1-pro-preview"", ""organization"": ""Google"", ""rank_in_source_response"": 1, ""raw_value"": ""0.993"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-19"", ""series_id"": ""llm_stats:t2-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/t2-bench?top_n=500"", ""value"": 0.993, ""value_kind"": ""number""}]"
llm-stats:tau-bench,Tau-bench,llm_stats,6,6,1,0.882,88.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 6}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau-bench?top_n=500"", ""key"": ""llm-stats:tau-bench"", ""measured_by"": null, ""model_id"": ""step-3.5-flash"", ""model_name"": ""Step-3.5-Flash"", ""obs_id"": ""llm_stats:tau-bench:step-3.5-flash"", ""organization"": ""StepFun"", ""rank_in_source_response"": 1, ""raw_value"": ""0.882"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-02"", ""series_id"": ""llm_stats:tau-bench:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau-bench?top_n=500"", ""value"": 0.882, ""value_kind"": ""number""}]"
llm-stats:tau-bench-airline,TAU-bench Airline,llm_stats,23,23,1,0.7,70.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 23}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau-bench-airline?top_n=500"", ""key"": ""llm-stats:tau-bench-airline"", ""measured_by"": null, ""model_id"": ""claude-sonnet-4-5-20250929"", ""model_name"": ""Claude Sonnet 4.5"", ""obs_id"": ""llm_stats:tau-bench-airline:claude-sonnet-4-5-20250929"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.7"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-09-29"", ""series_id"": ""llm_stats:tau-bench-airline:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau-bench-airline?top_n=500"", ""value"": 0.7, ""value_kind"": ""number""}]"
llm-stats:tau-bench-retail,TAU-bench Retail,llm_stats,25,25,1,0.862,86.2,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 25}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau-bench-retail?top_n=500"", ""key"": ""llm-stats:tau-bench-retail"", ""measured_by"": null, ""model_id"": ""claude-sonnet-4-5-20250929"", ""model_name"": ""Claude Sonnet 4.5"", ""obs_id"": ""llm_stats:tau-bench-retail:claude-sonnet-4-5-20250929"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.862"", ""reported_by"": ""self_reported"", ""reported_date"": ""2025-09-29"", ""series_id"": ""llm_stats:tau-bench-retail:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau-bench-retail?top_n=500"", ""value"": 0.862, ""value_kind"": ""number""}]"
llm-stats:tau2-airline,Tau2 Airline,llm_stats,23,23,1,0.765,76.5,100,,higher_is_better,other_or_unverified_scale,,2025-06-09,"{""model_announcement"": 23}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau2-airline?top_n=500"", ""key"": ""llm-stats:tau2-airline"", ""measured_by"": null, ""model_id"": ""longcat-flash-thinking-2601"", ""model_name"": ""LongCat-Flash-Thinking-2601"", ""obs_id"": ""llm_stats:tau2-airline:longcat-flash-thinking-2601"", ""organization"": ""Meituan"", ""rank_in_source_response"": 1, ""raw_value"": ""0.765"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-01-14"", ""series_id"": ""llm_stats:tau2-airline:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau2-airline?top_n=500"", ""value"": 0.765, ""value_kind"": ""number""}]"
llm-stats:tau2-retail,Tau2 Retail,llm_stats,26,26,1,0.919,91.9,100,,higher_is_better,other_or_unverified_scale,,2025-06-09,"{""model_announcement"": 26}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau2-retail?top_n=500"", ""key"": ""llm-stats:tau2-retail"", ""measured_by"": null, ""model_id"": ""claude-opus-4-6"", ""model_name"": ""Claude Opus 4.6"", ""obs_id"": ""llm_stats:tau2-retail:claude-opus-4-6"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.919"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-05"", ""series_id"": ""llm_stats:tau2-retail:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau2-retail?top_n=500"", ""value"": 0.919, ""value_kind"": ""number""}]"
llm-stats:tau2-telecom,Tau2 Telecom,llm_stats,35,35,1,0.993,99.3,100,,higher_is_better,other_or_unverified_scale,,2025-06-09,"{""model_announcement"": 35}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau2-telecom?top_n=500"", ""key"": ""llm-stats:tau2-telecom"", ""measured_by"": null, ""model_id"": ""claude-opus-4-6"", ""model_name"": ""Claude Opus 4.6"", ""obs_id"": ""llm_stats:tau2-telecom:claude-opus-4-6"", ""organization"": ""Anthropic"", ""rank_in_source_response"": 1, ""raw_value"": ""0.993"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-02-05"", ""series_id"": ""llm_stats:tau2-telecom:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau2-telecom?top_n=500"", ""value"": 0.993, ""value_kind"": ""number""}, {""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau2-telecom?top_n=500"", ""key"": ""llm-stats:tau2-telecom"", ""measured_by"": null, ""model_id"": ""longcat-flash-thinking-2601"", ""model_name"": ""LongCat-Flash-Thinking-2601"", ""obs_id"": ""llm_stats:tau2-telecom:longcat-flash-thinking-2601"", ""organization"": ""Meituan"", ""rank_in_source_response"": 2, ""raw_value"": ""0.993"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-01-14"", ""series_id"": ""llm_stats:tau2-telecom:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau2-telecom?top_n=500"", ""value"": 0.993, ""value_kind"": ""number""}]"
llm-stats:tau3-airline,Tau3 Airline,llm_stats,1,1,1,0.72,72.0,100,,higher_is_better,other_or_unverified_scale,,,"{""model_announcement"": 1}",[],"[{""comparable_group"": null, ""crawled_at"": ""2026-08-17T18:49:35.489925+00:00"", ""date_precision"": ""model_announcement"", ""document_id"": ""llm_stats:https://api.zeroeval.com/leaderboard/benchmarks/tau3-airline?top_n=500"", ""key"": ""llm-stats:tau3-airline"", ""measured_by"": null, ""model_id"": ""mistral-medium-3-5"", ""model_name"": ""Mistral Medium 3.5"", ""obs_id"": ""llm_stats:tau3-airline:mistral-medium-3-5"", ""organization"": ""Mistral"", ""rank_in_source_response"": 1, ""raw_value"": ""0.72"", ""reported_by"": ""self_reported"", ""reported_date"": ""2026-04-29"", ""series_id"": ""llm_stats:tau3-airline:default"", ""source"": ""llm_stats"", ""source_url"": ""https://api.zeroeval.com/leaderboard/benchmarks/tau3-airline?top_n=500"", ""value"": 0.72, ""value_kind"": ""number""}]"
